#delay;msgtype;kwargs
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "FOAM", "value": false, "serialpos": 2, "expecting": "CLOUD"}
0.577000;STATE;{"direction": 0, "name": "REC", "probe": "TENT", "value": true, "serialpos": 3, "expecting": "HOOK"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "TENT", "value": true, "serialpos": 3, "expecting": "HOOK"}
4.040000;STATE;{"direction": 0, "name": "PROBE", "probe": "TENT", "value": false, "serialpos": 3, "expecting": "HOOK"}
0.999000;STATE;{"direction": 0, "name": "REC", "probe": "TENT", "value": false, "serialpos": 3, "expecting": "HOOK"}
0.710000;STATE;{"direction": 1, "name": "REC", "probe": "CAKE", "value": true, "serialpos": 0, "expecting": "BANK"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "CAKE", "value": true, "serialpos": 0, "expecting": "BANK"}
4.025000;STATE;{"direction": 1, "name": "PROBE", "probe": "CAKE", "value": false, "serialpos": 0, "expecting": "BANK"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "CAKE", "value": false, "serialpos": 0, "expecting": "BANK"}
0.594000;STATE;{"direction": 1, "name": "REC", "probe": "FACE", "value": true, "serialpos": 1, "expecting": "TEETH"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "FACE", "value": true, "serialpos": 1, "expecting": "TEETH"}
4.040000;STATE;{"direction": 1, "name": "PROBE", "probe": "FACE", "value": false, "serialpos": 1, "expecting": "TEETH"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "FACE", "value": false, "serialpos": 1, "expecting": "TEETH"}
0.001000;STATE;{"phase_type": "BASELINE", "name": "RETRIEVAL", "value": false}
0.010000;STATE;{"phase_type": "BASELINE", "listno": 3, "name": "TRIAL", "value": false}
0.021000;STATE;{"phase_type": "PS", "listno": 4, "name": "TRIAL", "value": true}
0.010000;TRIAL;{"trial": 4}
0.010000;STATE;{"name": "WAITING", "value": true}
0.362000;STATE;{"name": "WAITING", "value": false}
0.010000;STATE;{"phase_type": "PS", "name": "ENCODING", "value": true}
0.001000;STATE;{"phase_type": "PS", "name": "ORIENT", "value": true}
1.048000;STATE;{"phase_type": "PS", "name": "ORIENT", "value": false}
0.623000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word1", "value": true, "serialpos": 0, "word1": "CALF", "word2": "SHARK", "phase_type": "PS"}
4.028000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word1", "value": false, "serialpos": 0, "word1": "CALF", "word2": "SHARK", "phase_type": "PS"}
0.002000;STATE;{"phase_type": "PS", "name": "ORIENT", "value": true}
1.199000;STATE;{"phase_type": "PS", "name": "ORIENT", "value": false}
0.699000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word2", "value": true, "serialpos": 1, "word1": "THUMB", "word2": "ROCK", "phase_type": "PS"}
4.035000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word2", "value": false, "serialpos": 1, "word1": "THUMB", "word2": "ROCK", "phase_type": "PS"}
0.001000;STATE;{"phase_type": "PS", "name": "ORIENT", "value": true}
1.116000;STATE;{"phase_type": "PS", "name": "ORIENT", "value": false}
0.662000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word1", "value": true, "serialpos": 2, "word1": "WAND", "word2": "WAVE", "phase_type": "PS"}
4.038000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word1", "value": false, "serialpos": 2, "word1": "WAND", "word2": "WAVE", "phase_type": "PS"}
0.010000;STATE;{"phase_type": "PS", "name": "ORIENT", "value": true}
1.032000;STATE;{"phase_type": "PS", "name": "ORIENT", "value": false}
0.630000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word2", "value": true, "serialpos": 3, "word1": "TRAIN", "word2": "MOUSE", "phase_type": "PS"}
4.038000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word2", "value": false, "serialpos": 3, "word1": "TRAIN", "word2": "MOUSE", "phase_type": "PS"}
0.002000;STATE;{"phase_type": "PS", "name": "ORIENT", "value": true}
1.248000;STATE;{"phase_type": "PS", "name": "ORIENT", "value": false}
0.579000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word2", "value": true, "serialpos": 4, "word1": "DIME", "word2": "LEAF", "phase_type": "PS"}
4.039000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word2", "value": false, "serialpos": 4, "word1": "DIME", "word2": "LEAF", "phase_type": "PS"}
0.010000;STATE;{"phase_type": "PS", "name": "ORIENT", "value": true}
1.149000;STATE;{"phase_type": "PS", "name": "ORIENT", "value": false}
0.600000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word1", "value": true, "serialpos": 5, "word1": "LAWN", "word2": "SPEAR", "phase_type": "PS"}
4.035000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word1", "value": false, "serialpos": 5, "word1": "LAWN", "word2": "SPEAR", "phase_type": "PS"}
0.010000;STATE;{"phase_type": "PS", "name": "ENCODING", "value": false}
0.001000;STATE;{"phase_type": "PS", "name": "DISTRACT", "value": true}
20.519000;STATE;{"phase_type": "PS", "name": "DISTRACT", "value": false}
