#delay;msgtype;kwargs
4.039000;STATE;{"direction": 1, "name": "PROBE", "probe": "IRON", "value": false, "serialpos": 4, "expecting": "WAGON"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "IRON", "value": false, "serialpos": 4, "expecting": "WAGON"}
0.667000;STATE;{"direction": 0, "name": "REC", "probe": "ATTIC", "value": true, "serialpos": 3, "expecting": "RHINO"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "ATTIC", "value": true, "serialpos": 3, "expecting": "RHINO"}
4.034000;STATE;{"direction": 0, "name": "PROBE", "probe": "ATTIC", "value": false, "serialpos": 3, "expecting": "RHINO"}
0.999000;STATE;{"direction": 0, "name": "REC", "probe": "ATTIC", "value": false, "serialpos": 3, "expecting": "RHINO"}
0.625000;STATE;{"direction": 1, "name": "REC", "probe": "WATCH", "value": true, "serialpos": 2, "expecting": "COTTON"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "WATCH", "value": true, "serialpos": 2, "expecting": "COTTON"}
4.027000;STATE;{"direction": 1, "name": "PROBE", "probe": "WATCH", "value": false, "serialpos": 2, "expecting": "COTTON"}
0.999000;STATE;{"direction": 1, "name": "REC", "probe": "WATCH", "value": false, "serialpos": 2, "expecting": "COTTON"}
0.598000;STATE;{"direction": 0, "name": "REC", "probe": "TONGUE", "value": true, "serialpos": 5, "expecting": "CAMEL"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "TONGUE", "value": true, "serialpos": 5, "expecting": "CAMEL"}
4.037000;STATE;{"direction": 0, "name": "PROBE", "probe": "TONGUE", "value": false, "serialpos": 5, "expecting": "CAMEL"}
1.001000;STATE;{"direction": 0, "name": "REC", "probe": "TONGUE", "value": false, "serialpos": 5, "expecting": "CAMEL"}
0.576000;STATE;{"direction": 0, "name": "REC", "probe": "BEAM", "value": true, "serialpos": 0, "expecting": "RING"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "BEAM", "value": true, "serialpos": 0, "expecting": "RING"}
4.041000;STATE;{"direction": 0, "name": "PROBE", "probe": "BEAM", "value": false, "serialpos": 0, "expecting": "RING"}
0.999000;STATE;{"direction": 0, "name": "REC", "probe": "BEAM", "value": false, "serialpos": 0, "expecting": "RING"}
0.644000;STATE;{"direction": 1, "name": "REC", "probe": "CHEST", "value": true, "serialpos": 1, "expecting": "FLOOD"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "CHEST", "value": true, "serialpos": 1, "expecting": "FLOOD"}
4.041000;STATE;{"direction": 1, "name": "PROBE", "probe": "CHEST", "value": false, "serialpos": 1, "expecting": "FLOOD"}
1.001000;STATE;{"direction": 1, "name": "REC", "probe": "CHEST", "value": false, "serialpos": 1, "expecting": "FLOOD"}
0.010000;STATE;{"phase_type": "PRACTICE", "name": "RETRIEVAL", "value": false}
0.010000;STATE;{"name": "PRACTICE_POST_INSTRUCT", "value": true}
0.133000;STATE;{"name": "PRACTICE_POST_INSTRUCT", "value": false}
0.010000;STATE;{"phase_type": "PRACTICE", "listno": 0, "name": "TRIAL", "value": false}
0.020000;STATE;{"phase_type": "NON-STIM", "listno": 1, "name": "TRIAL", "value": true}
0.010000;TRIAL;{"trial": 1}
0.001141;STATE;{"name": "WAITING", "value": true}
0.680000;STATE;{"name": "WAITING", "value": false}
0.001000;STATE;{"name": "COUNTDOWN", "value": true}
10.428000;STATE;{"name": "COUNTDOWN", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": true}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.134000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.568000;STATE;{"name": "STUDY_PAIR", "listno": 1, "cue_pos": "word1", "value": true, "serialpos": 0, "word1": "OWL", "word2": "OAK", "phase_type": "NON-STIM"}
4.035000;STATE;{"name": "STUDY_PAIR", "listno": 1, "cue_pos": "word1", "value": false, "serialpos": 0, "word1": "OWL", "word2": "OAK", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.198000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.737000;STATE;{"name": "STUDY_PAIR", "listno": 1, "cue_pos": "word1", "value": true, "serialpos": 1, "word1": "PASTE", "word2": "BANK", "phase_type": "NON-STIM"}
4.032000;STATE;{"name": "STUDY_PAIR", "listno": 1, "cue_pos": "word1", "value": false, "serialpos": 1, "word1": "PASTE", "word2": "BANK", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.148000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.701000;STATE;{"name": "STUDY_PAIR", "listno": 1, "cue_pos": "word2", "value": true, "serialpos": 2, "word1": "PEN", "word2": "HAND", "phase_type": "NON-STIM"}
4.034000;STATE;{"name": "STUDY_PAIR", "listno": 1, "cue_pos": "word2", "value": false, "serialpos": 2, "word1": "PEN", "word2": "HAND", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.166000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.658000;STATE;{"name": "STUDY_PAIR", "listno": 1, "cue_pos": "word2", "value": true, "serialpos": 3, "word1": "CLOWN", "word2": "BEAN", "phase_type": "NON-STIM"}
4.025000;STATE;{"name": "STUDY_PAIR", "listno": 1, "cue_pos": "word2", "value": false, "serialpos": 3, "word1": "CLOWN", "word2": "BEAN", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.217000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.545000;STATE;{"name": "STUDY_PAIR", "listno": 1, "cue_pos": "word2", "value": true, "serialpos": 4, "word1": "MOOSE", "word2": "DOG", "phase_type": "NON-STIM"}
4.038000;STATE;{"name": "STUDY_PAIR", "listno": 1, "cue_pos": "word2", "value": false, "serialpos": 4, "word1": "MOOSE", "word2": "DOG", "phase_type": "NON-STIM"}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.083000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.558000;STATE;{"name": "STUDY_PAIR", "listno": 1, "cue_pos": "word1", "value": true, "serialpos": 5, "word1": "BARN", "word2": "BOOT", "phase_type": "NON-STIM"}
4.025000;STATE;{"name": "STUDY_PAIR", "listno": 1, "cue_pos": "word1", "value": false, "serialpos": 5, "word1": "BARN", "word2": "BOOT", "phase_type": "NON-STIM"}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": true}
21.503000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": false}
0.678000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.139000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": true}
0.603000;STATE;{"direction": 1, "name": "REC", "probe": "HAND", "value": true, "serialpos": 2, "expecting": "PEN"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "HAND", "value": true, "serialpos": 2, "expecting": "PEN"}
4.029000;STATE;{"direction": 1, "name": "PROBE", "probe": "HAND", "value": false, "serialpos": 2, "expecting": "PEN"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "HAND", "value": false, "serialpos": 2, "expecting": "PEN"}
0.665000;STATE;{"direction": 0, "name": "REC", "probe": "BARN", "value": true, "serialpos": 5, "expecting": "BOOT"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "BARN", "value": true, "serialpos": 5, "expecting": "BOOT"}
4.037000;STATE;{"direction": 0, "name": "PROBE", "probe": "BARN", "value": false, "serialpos": 5, "expecting": "BOOT"}
1.001000;STATE;{"direction": 0, "name": "REC", "probe": "BARN", "value": false, "serialpos": 5, "expecting": "BOOT"}
0.607000;STATE;{"direction": 1, "name": "REC", "probe": "DOG", "value": true, "serialpos": 4, "expecting": "MOOSE"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "DOG", "value": true, "serialpos": 4, "expecting": "MOOSE"}
4.026000;STATE;{"direction": 1, "name": "PROBE", "probe": "DOG", "value": false, "serialpos": 4, "expecting": "MOOSE"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "DOG", "value": false, "serialpos": 4, "expecting": "MOOSE"}
0.527000;STATE;{"direction": 1, "name": "REC", "probe": "BEAN", "value": true, "serialpos": 3, "expecting": "CLOWN"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "BEAN", "value": true, "serialpos": 3, "expecting": "CLOWN"}
4.024000;STATE;{"direction": 1, "name": "PROBE", "probe": "BEAN", "value": false, "serialpos": 3, "expecting": "CLOWN"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "BEAN", "value": false, "serialpos": 3, "expecting": "CLOWN"}
0.746000;STATE;{"direction": 0, "name": "REC", "probe": "OWL", "value": true, "serialpos": 0, "expecting": "OAK"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "OWL", "value": true, "serialpos": 0, "expecting": "OAK"}
4.039000;STATE;{"direction": 0, "name": "PROBE", "probe": "OWL", "value": false, "serialpos": 0, "expecting": "OAK"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "OWL", "value": false, "serialpos": 0, "expecting": "OAK"}
0.720000;STATE;{"direction": 0, "name": "REC", "probe": "PASTE", "value": true, "serialpos": 1, "expecting": "BANK"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "PASTE", "value": true, "serialpos": 1, "expecting": "BANK"}
4.030000;STATE;{"direction": 0, "name": "PROBE", "probe": "PASTE", "value": false, "serialpos": 1, "expecting": "BANK"}
0.999000;STATE;{"direction": 0, "name": "REC", "probe": "PASTE", "value": false, "serialpos": 1, "expecting": "BANK"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": false}
0.001000;STATE;{"phase_type": "NON-STIM", "listno": 1, "name": "TRIAL", "value": false}
0.018000;STATE;{"phase_type": "NON-STIM", "listno": 2, "name": "TRIAL", "value": true}
0.010000;TRIAL;{"trial": 2}
0.010000;STATE;{"name": "WAITING", "value": true}
0.665000;STATE;{"name": "WAITING", "value": false}
0.010000;STATE;{"name": "COUNTDOWN", "value": true}
10.429000;STATE;{"name": "COUNTDOWN", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": true}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.256000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.503000;STATE;{"name": "STUDY_PAIR", "listno": 2, "cue_pos": "word2", "value": true, "serialpos": 0, "word1": "MILK", "word2": "PET", "phase_type": "NON-STIM"}
4.030000;STATE;{"name": "STUDY_PAIR", "listno": 2, "cue_pos": "word2", "value": false, "serialpos": 0, "word1": "MILK", "word2": "PET", "phase_type": "NON-STIM"}
0.002000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.232000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.642000;STATE;{"name": "STUDY_PAIR", "listno": 2, "cue_pos": "word1", "value": true, "serialpos": 1, "word1": "HEART", "word2": "DOOR", "phase_type": "NON-STIM"}
4.041000;STATE;{"name": "STUDY_PAIR", "listno": 2, "cue_pos": "word1", "value": false, "serialpos": 1, "word1": "HEART", "word2": "DOOR", "phase_type": "NON-STIM"}
0.002000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.166000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.750000;STATE;{"name": "STUDY_PAIR", "listno": 2, "cue_pos": "word2", "value": true, "serialpos": 2, "word1": "CART", "word2": "PLANT", "phase_type": "NON-STIM"}
4.033000;STATE;{"name": "STUDY_PAIR", "listno": 2, "cue_pos": "word2", "value": false, "serialpos": 2, "word1": "CART", "word2": "PLANT", "phase_type": "NON-STIM"}
0.002000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.183000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.626000;STATE;{"name": "STUDY_PAIR", "listno": 2, "cue_pos": "word1", "value": true, "serialpos": 3, "word1": "JAR", "word2": "STORE", "phase_type": "NON-STIM"}
4.041000;STATE;{"name": "STUDY_PAIR", "listno": 2, "cue_pos": "word1", "value": false, "serialpos": 3, "word1": "JAR", "word2": "STORE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.233000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.647000;STATE;{"name": "STUDY_PAIR", "listno": 2, "cue_pos": "word2", "value": true, "serialpos": 4, "word1": "FRUIT", "word2": "ICE", "phase_type": "NON-STIM"}
4.036000;STATE;{"name": "STUDY_PAIR", "listno": 2, "cue_pos": "word2", "value": false, "serialpos": 4, "word1": "FRUIT", "word2": "ICE", "phase_type": "NON-STIM"}
0.002000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.116000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.584000;STATE;{"name": "STUDY_PAIR", "listno": 2, "cue_pos": "word1", "value": true, "serialpos": 5, "word1": "CUP", "word2": "CROW", "phase_type": "NON-STIM"}
4.032000;STATE;{"name": "STUDY_PAIR", "listno": 2, "cue_pos": "word1", "value": false, "serialpos": 5, "word1": "CUP", "word2": "CROW", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": true}
21.218000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": false}
0.637000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.131000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": true}
0.570000;STATE;{"direction": 1, "name": "REC", "probe": "PET", "value": true, "serialpos": 0, "expecting": "MILK"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "PET", "value": true, "serialpos": 0, "expecting": "MILK"}
4.028000;STATE;{"direction": 1, "name": "PROBE", "probe": "PET", "value": false, "serialpos": 0, "expecting": "MILK"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "PET", "value": false, "serialpos": 0, "expecting": "MILK"}
0.590000;STATE;{"direction": 0, "name": "REC", "probe": "JAR", "value": true, "serialpos": 3, "expecting": "STORE"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "JAR", "value": true, "serialpos": 3, "expecting": "STORE"}
4.029000;STATE;{"direction": 0, "name": "PROBE", "probe": "JAR", "value": false, "serialpos": 3, "expecting": "STORE"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "JAR", "value": false, "serialpos": 3, "expecting": "STORE"}
0.644000;STATE;{"direction": 1, "name": "REC", "probe": "ICE", "value": true, "serialpos": 4, "expecting": "FRUIT"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "ICE", "value": true, "serialpos": 4, "expecting": "FRUIT"}
4.039000;STATE;{"direction": 1, "name": "PROBE", "probe": "ICE", "value": false, "serialpos": 4, "expecting": "FRUIT"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "ICE", "value": false, "serialpos": 4, "expecting": "FRUIT"}
0.580000;STATE;{"direction": 0, "name": "REC", "probe": "CUP", "value": true, "serialpos": 5, "expecting": "CROW"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "CUP", "value": true, "serialpos": 5, "expecting": "CROW"}
4.038000;STATE;{"direction": 0, "name": "PROBE", "probe": "CUP", "value": false, "serialpos": 5, "expecting": "CROW"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "CUP", "value": false, "serialpos": 5, "expecting": "CROW"}
0.740000;STATE;{"direction": 1, "name": "REC", "probe": "PLANT", "value": true, "serialpos": 2, "expecting": "CART"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "PLANT", "value": true, "serialpos": 2, "expecting": "CART"}
4.028000;STATE;{"direction": 1, "name": "PROBE", "probe": "PLANT", "value": false, "serialpos": 2, "expecting": "CART"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "PLANT", "value": false, "serialpos": 2, "expecting": "CART"}
0.630000;STATE;{"direction": 0, "name": "REC", "probe": "HEART", "value": true, "serialpos": 1, "expecting": "DOOR"}
0.001000;STATE;{"direction": 0, "name": "PROBE", "probe": "HEART", "value": true, "serialpos": 1, "expecting": "DOOR"}
4.038000;STATE;{"direction": 0, "name": "PROBE", "probe": "HEART", "value": false, "serialpos": 1, "expecting": "DOOR"}
0.999000;STATE;{"direction": 0, "name": "REC", "probe": "HEART", "value": false, "serialpos": 1, "expecting": "DOOR"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "listno": 2, "name": "TRIAL", "value": false}
0.019000;STATE;{"phase_type": "NON-STIM", "listno": 3, "name": "TRIAL", "value": true}
0.010000;TRIAL;{"trial": 3}
0.002278;STATE;{"name": "WAITING", "value": true}
0.213000;STATE;{"name": "WAITING", "value": false}
0.010000;STATE;{"name": "COUNTDOWN", "value": true}
10.429000;STATE;{"name": "COUNTDOWN", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": true}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.271000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.683000;STATE;{"name": "STUDY_PAIR", "listno": 3, "cue_pos": "word2", "value": true, "serialpos": 0, "word1": "VEST", "word2": "PIT", "phase_type": "NON-STIM"}
4.034000;STATE;{"name": "STUDY_PAIR", "listno": 3, "cue_pos": "word2", "value": false, "serialpos": 0, "word1": "VEST", "word2": "PIT", "phase_type": "NON-STIM"}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.233000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.737000;STATE;{"name": "STUDY_PAIR", "listno": 3, "cue_pos": "word1", "value": true, "serialpos": 1, "word1": "SPONGE", "word2": "MAIL", "phase_type": "NON-STIM"}
4.030000;STATE;{"name": "STUDY_PAIR", "listno": 3, "cue_pos": "word1", "value": false, "serialpos": 1, "word1": "SPONGE", "word2": "MAIL", "phase_type": "NON-STIM"}
0.002000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.116000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.647000;STATE;{"name": "STUDY_PAIR", "listno": 3, "cue_pos": "word1", "value": true, "serialpos": 2, "word1": "MULE", "word2": "CUBE", "phase_type": "NON-STIM"}
4.036000;STATE;{"name": "STUDY_PAIR", "listno": 3, "cue_pos": "word1", "value": false, "serialpos": 2, "word1": "MULE", "word2": "CUBE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.267000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.608000;STATE;{"name": "STUDY_PAIR", "listno": 3, "cue_pos": "word1", "value": true, "serialpos": 3, "word1": "TOY", "word2": "LAND", "phase_type": "NON-STIM"}
4.042000;STATE;{"name": "STUDY_PAIR", "listno": 3, "cue_pos": "word1", "value": false, "serialpos": 3, "word1": "TOY", "word2": "LAND", "phase_type": "NON-STIM"}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.083000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.719000;STATE;{"name": "STUDY_PAIR", "listno": 3, "cue_pos": "word2", "value": true, "serialpos": 4, "word1": "VAN", "word2": "FACE", "phase_type": "NON-STIM"}
4.032000;STATE;{"name": "STUDY_PAIR", "listno": 3, "cue_pos": "word2", "value": false, "serialpos": 4, "word1": "VAN", "word2": "FACE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.198000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.654000;STATE;{"name": "STUDY_PAIR", "listno": 3, "cue_pos": "word2", "value": true, "serialpos": 5, "word1": "BLUSH", "word2": "SHOE", "phase_type": "NON-STIM"}
4.031000;STATE;{"name": "STUDY_PAIR", "listno": 3, "cue_pos": "word2", "value": false, "serialpos": 5, "word1": "BLUSH", "word2": "SHOE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": true}
22.053000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": false}
0.530000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.187000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": true}
0.535000;STATE;{"direction": 0, "name": "REC", "probe": "MULE", "value": true, "serialpos": 2, "expecting": "CUBE"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "MULE", "value": true, "serialpos": 2, "expecting": "CUBE"}
4.031000;STATE;{"direction": 0, "name": "PROBE", "probe": "MULE", "value": false, "serialpos": 2, "expecting": "CUBE"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "MULE", "value": false, "serialpos": 2, "expecting": "CUBE"}
0.682000;STATE;{"direction": 0, "name": "REC", "probe": "SPONGE", "value": true, "serialpos": 1, "expecting": "MAIL"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "SPONGE", "value": true, "serialpos": 1, "expecting": "MAIL"}
4.037000;STATE;{"direction": 0, "name": "PROBE", "probe": "SPONGE", "value": false, "serialpos": 1, "expecting": "MAIL"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "SPONGE", "value": false, "serialpos": 1, "expecting": "MAIL"}
0.674000;STATE;{"direction": 1, "name": "REC", "probe": "FACE", "value": true, "serialpos": 4, "expecting": "VAN"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "FACE", "value": true, "serialpos": 4, "expecting": "VAN"}
4.042000;STATE;{"direction": 1, "name": "PROBE", "probe": "FACE", "value": false, "serialpos": 4, "expecting": "VAN"}
1.001000;STATE;{"direction": 1, "name": "REC", "probe": "FACE", "value": false, "serialpos": 4, "expecting": "VAN"}
0.680000;STATE;{"direction": 0, "name": "REC", "probe": "TOY", "value": true, "serialpos": 3, "expecting": "LAND"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "TOY", "value": true, "serialpos": 3, "expecting": "LAND"}
4.036000;STATE;{"direction": 0, "name": "PROBE", "probe": "TOY", "value": false, "serialpos": 3, "expecting": "LAND"}
