#delay;msgtype;kwargs
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "TOY", "value": false, "serialpos": 3, "expecting": "LAND"}
0.687000;STATE;{"direction": 1, "name": "REC", "probe": "PIT", "value": true, "serialpos": 0, "expecting": "VEST"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "PIT", "value": true, "serialpos": 0, "expecting": "VEST"}
4.028000;STATE;{"direction": 1, "name": "PROBE", "probe": "PIT", "value": false, "serialpos": 0, "expecting": "VEST"}
1.001000;STATE;{"direction": 1, "name": "REC", "probe": "PIT", "value": false, "serialpos": 0, "expecting": "VEST"}
0.729000;STATE;{"direction": 1, "name": "REC", "probe": "SHOE", "value": true, "serialpos": 5, "expecting": "BLUSH"}
0.001000;STATE;{"direction": 1, "name": "PROBE", "probe": "SHOE", "value": true, "serialpos": 5, "expecting": "BLUSH"}
4.038000;STATE;{"direction": 1, "name": "PROBE", "probe": "SHOE", "value": false, "serialpos": 5, "expecting": "BLUSH"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "SHOE", "value": false, "serialpos": 5, "expecting": "BLUSH"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "listno": 3, "name": "TRIAL", "value": false}
0.020000;STATE;{"phase_type": "NON-STIM", "listno": 4, "name": "TRIAL", "value": true}
0.010000;TRIAL;{"trial": 4}
0.002160;STATE;{"name": "WAITING", "value": true}
0.162000;STATE;{"name": "WAITING", "value": false}
0.010000;STATE;{"name": "COUNTDOWN", "value": true}
10.429000;STATE;{"name": "COUNTDOWN", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": true}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.186000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.734000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word2", "value": true, "serialpos": 0, "word1": "SINK", "word2": "CASH", "phase_type": "NON-STIM"}
4.034000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word2", "value": false, "serialpos": 0, "word1": "SINK", "word2": "CASH", "phase_type": "NON-STIM"}
0.002000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.030000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.675000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word1", "value": true, "serialpos": 1, "word1": "COW", "word2": "NEST", "phase_type": "NON-STIM"}
4.026000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word1", "value": false, "serialpos": 1, "word1": "COW", "word2": "NEST", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.133000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.699000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word2", "value": true, "serialpos": 2, "word1": "SPEAR", "word2": "THUMB", "phase_type": "NON-STIM"}
4.037000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word2", "value": false, "serialpos": 2, "word1": "SPEAR", "word2": "THUMB", "phase_type": "NON-STIM"}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.198000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.549000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word1", "value": true, "serialpos": 3, "word1": "HOOK", "word2": "JUDGE", "phase_type": "NON-STIM"}
4.036000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word1", "value": false, "serialpos": 3, "word1": "HOOK", "word2": "JUDGE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.182000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.603000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word1", "value": true, "serialpos": 4, "word1": "BREAD", "word2": "GLOVE", "phase_type": "NON-STIM"}
4.030000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word1", "value": false, "serialpos": 4, "word1": "BREAD", "word2": "GLOVE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.066000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.521000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word2", "value": true, "serialpos": 5, "word1": "BOAT", "word2": "SEAT", "phase_type": "NON-STIM"}
4.031000;STATE;{"name": "STUDY_PAIR", "listno": 4, "cue_pos": "word2", "value": false, "serialpos": 5, "word1": "BOAT", "word2": "SEAT", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": true}
20.636000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": false}
0.563000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.219000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": true}
0.548000;STATE;{"direction": 1, "name": "REC", "probe": "CASH", "value": true, "serialpos": 0, "expecting": "SINK"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "CASH", "value": true, "serialpos": 0, "expecting": "SINK"}
4.036000;STATE;{"direction": 1, "name": "PROBE", "probe": "CASH", "value": false, "serialpos": 0, "expecting": "SINK"}
1.001000;STATE;{"direction": 1, "name": "REC", "probe": "CASH", "value": false, "serialpos": 0, "expecting": "SINK"}
0.749000;STATE;{"direction": 0, "name": "REC", "probe": "HOOK", "value": true, "serialpos": 3, "expecting": "JUDGE"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "HOOK", "value": true, "serialpos": 3, "expecting": "JUDGE"}
4.035000;STATE;{"direction": 0, "name": "PROBE", "probe": "HOOK", "value": false, "serialpos": 3, "expecting": "JUDGE"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "HOOK", "value": false, "serialpos": 3, "expecting": "JUDGE"}
0.613000;STATE;{"direction": 0, "name": "REC", "probe": "BREAD", "value": true, "serialpos": 4, "expecting": "GLOVE"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "BREAD", "value": true, "serialpos": 4, "expecting": "GLOVE"}
4.036000;STATE;{"direction": 0, "name": "PROBE", "probe": "BREAD", "value": false, "serialpos": 4, "expecting": "GLOVE"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "BREAD", "value": false, "serialpos": 4, "expecting": "GLOVE"}
0.559000;STATE;{"direction": 1, "name": "REC", "probe": "SEAT", "value": true, "serialpos": 5, "expecting": "BOAT"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "SEAT", "value": true, "serialpos": 5, "expecting": "BOAT"}
4.026000;STATE;{"direction": 1, "name": "PROBE", "probe": "SEAT", "value": false, "serialpos": 5, "expecting": "BOAT"}
0.999000;STATE;{"direction": 1, "name": "REC", "probe": "SEAT", "value": false, "serialpos": 5, "expecting": "BOAT"}
0.609000;STATE;{"direction": 1, "name": "REC", "probe": "THUMB", "value": true, "serialpos": 2, "expecting": "SPEAR"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "THUMB", "value": true, "serialpos": 2, "expecting": "SPEAR"}
4.027000;STATE;{"direction": 1, "name": "PROBE", "probe": "THUMB", "value": false, "serialpos": 2, "expecting": "SPEAR"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "THUMB", "value": false, "serialpos": 2, "expecting": "SPEAR"}
0.593000;STATE;{"direction": 0, "name": "REC", "probe": "COW", "value": true, "serialpos": 1, "expecting": "NEST"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "COW", "value": true, "serialpos": 1, "expecting": "NEST"}
4.040000;STATE;{"direction": 0, "name": "PROBE", "probe": "COW", "value": false, "serialpos": 1, "expecting": "NEST"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "COW", "value": false, "serialpos": 1, "expecting": "NEST"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "listno": 4, "name": "TRIAL", "value": false}
0.020000;STATE;{"phase_type": "NON-STIM", "listno": 5, "name": "TRIAL", "value": true}
0.010000;TRIAL;{"trial": 5}
0.010000;STATE;{"name": "WAITING", "value": true}
0.414000;STATE;{"name": "WAITING", "value": false}
0.010000;STATE;{"name": "COUNTDOWN", "value": true}
10.428000;STATE;{"name": "COUNTDOWN", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": true}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.154000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.733000;STATE;{"name": "STUDY_PAIR", "listno": 5, "cue_pos": "word2", "value": true, "serialpos": 0, "word1": "SHEET", "word2": "SUN", "phase_type": "NON-STIM"}
4.035000;STATE;{"name": "STUDY_PAIR", "listno": 5, "cue_pos": "word2", "value": false, "serialpos": 0, "word1": "SHEET", "word2": "SUN", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.249000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.563000;STATE;{"name": "STUDY_PAIR", "listno": 5, "cue_pos": "word1", "value": true, "serialpos": 1, "word1": "FAN", "word2": "SKI", "phase_type": "NON-STIM"}
4.038000;STATE;{"name": "STUDY_PAIR", "listno": 5, "cue_pos": "word1", "value": false, "serialpos": 1, "word1": "FAN", "word2": "SKI", "phase_type": "NON-STIM"}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.032000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.607000;STATE;{"name": "STUDY_PAIR", "listno": 5, "cue_pos": "word2", "value": true, "serialpos": 2, "word1": "STAR", "word2": "TIE", "phase_type": "NON-STIM"}
4.028000;STATE;{"name": "STUDY_PAIR", "listno": 5, "cue_pos": "word2", "value": false, "serialpos": 2, "word1": "STAR", "word2": "TIE", "phase_type": "NON-STIM"}
0.002000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.082000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.746000;STATE;{"name": "STUDY_PAIR", "listno": 5, "cue_pos": "word1", "value": true, "serialpos": 3, "word1": "CORD", "word2": "RICE", "phase_type": "NON-STIM"}
4.037000;STATE;{"name": "STUDY_PAIR", "listno": 5, "cue_pos": "word1", "value": false, "serialpos": 3, "word1": "CORD", "word2": "RICE", "phase_type": "NON-STIM"}
0.002000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.065000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.524000;STATE;{"name": "STUDY_PAIR", "listno": 5, "cue_pos": "word1", "value": true, "serialpos": 4, "word1": "BOY", "word2": "CROWN", "phase_type": "NON-STIM"}
4.027000;STATE;{"name": "STUDY_PAIR", "listno": 5, "cue_pos": "word1", "value": false, "serialpos": 4, "word1": "BOY", "word2": "CROWN", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.132000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.590000;STATE;{"name": "STUDY_PAIR", "listno": 5, "cue_pos": "word2", "value": true, "serialpos": 5, "word1": "RAKE", "word2": "BADGE", "phase_type": "NON-STIM"}
4.028000;STATE;{"name": "STUDY_PAIR", "listno": 5, "cue_pos": "word2", "value": false, "serialpos": 5, "word1": "RAKE", "word2": "BADGE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": false}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": true}
20.720000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": false}
0.624000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.225000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": true}
0.669000;STATE;{"direction": 1, "name": "REC", "probe": "SUN", "value": true, "serialpos": 0, "expecting": "SHEET"}
0.001000;STATE;{"direction": 1, "name": "PROBE", "probe": "SUN", "value": true, "serialpos": 0, "expecting": "SHEET"}
4.029000;STATE;{"direction": 1, "name": "PROBE", "probe": "SUN", "value": false, "serialpos": 0, "expecting": "SHEET"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "SUN", "value": false, "serialpos": 0, "expecting": "SHEET"}
0.630000;STATE;{"direction": 1, "name": "REC", "probe": "BADGE", "value": true, "serialpos": 5, "expecting": "RAKE"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "BADGE", "value": true, "serialpos": 5, "expecting": "RAKE"}
4.038000;STATE;{"direction": 1, "name": "PROBE", "probe": "BADGE", "value": false, "serialpos": 5, "expecting": "RAKE"}
1.001000;STATE;{"direction": 1, "name": "REC", "probe": "BADGE", "value": false, "serialpos": 5, "expecting": "RAKE"}
0.528000;STATE;{"direction": 1, "name": "REC", "probe": "TIE", "value": true, "serialpos": 2, "expecting": "STAR"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "TIE", "value": true, "serialpos": 2, "expecting": "STAR"}
4.037000;STATE;{"direction": 1, "name": "PROBE", "probe": "TIE", "value": false, "serialpos": 2, "expecting": "STAR"}
1.001000;STATE;{"direction": 1, "name": "REC", "probe": "TIE", "value": false, "serialpos": 2, "expecting": "STAR"}
0.647000;STATE;{"direction": 0, "name": "REC", "probe": "FAN", "value": true, "serialpos": 1, "expecting": "SKI"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "FAN", "value": true, "serialpos": 1, "expecting": "SKI"}
4.035000;STATE;{"direction": 0, "name": "PROBE", "probe": "FAN", "value": false, "serialpos": 1, "expecting": "SKI"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "FAN", "value": false, "serialpos": 1, "expecting": "SKI"}
0.725000;STATE;{"direction": 0, "name": "REC", "probe": "BOY", "value": true, "serialpos": 4, "expecting": "CROWN"}
0.001000;STATE;{"direction": 0, "name": "PROBE", "probe": "BOY", "value": true, "serialpos": 4, "expecting": "CROWN"}
4.026000;STATE;{"direction": 0, "name": "PROBE", "probe": "BOY", "value": false, "serialpos": 4, "expecting": "CROWN"}
1.001000;STATE;{"direction": 0, "name": "REC", "probe": "BOY", "value": false, "serialpos": 4, "expecting": "CROWN"}
0.620000;STATE;{"direction": 0, "name": "REC", "probe": "CORD", "value": true, "serialpos": 3, "expecting": "RICE"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "CORD", "value": true, "serialpos": 3, "expecting": "RICE"}
4.029000;STATE;{"direction": 0, "name": "PROBE", "probe": "CORD", "value": false, "serialpos": 3, "expecting": "RICE"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "CORD", "value": false, "serialpos": 3, "expecting": "RICE"}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "listno": 5, "name": "TRIAL", "value": false}
0.019000;STATE;{"phase_type": "NON-STIM", "listno": 6, "name": "TRIAL", "value": true}
0.010000;TRIAL;{"trial": 6}
0.001085;STATE;{"name": "WAITING", "value": true}
0.312000;STATE;{"name": "WAITING", "value": false}
0.010000;STATE;{"name": "COUNTDOWN", "value": true}
10.429000;STATE;{"name": "COUNTDOWN", "value": false}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": true}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.071000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.523000;STATE;{"name": "STUDY_PAIR", "listno": 6, "cue_pos": "word2", "value": true, "serialpos": 0, "word1": "CHEEK", "word2": "CAT", "phase_type": "NON-STIM"}
4.029000;STATE;{"name": "STUDY_PAIR", "listno": 6, "cue_pos": "word2", "value": false, "serialpos": 0, "word1": "CHEEK", "word2": "CAT", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.196000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.538000;STATE;{"name": "STUDY_PAIR", "listno": 6, "cue_pos": "word1", "value": true, "serialpos": 1, "word1": "DRUM", "word2": "ZOO", "phase_type": "NON-STIM"}
4.031000;STATE;{"name": "STUDY_PAIR", "listno": 6, "cue_pos": "word1", "value": false, "serialpos": 1, "word1": "DRUM", "word2": "ZOO", "phase_type": "NON-STIM"}
0.002000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.082000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.520000;STATE;{"name": "STUDY_PAIR", "listno": 6, "cue_pos": "word2", "value": true, "serialpos": 2, "word1": "CONE", "word2": "CAKE", "phase_type": "NON-STIM"}
4.031000;STATE;{"name": "STUDY_PAIR", "listno": 6, "cue_pos": "word2", "value": false, "serialpos": 2, "word1": "CONE", "word2": "CAKE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.248000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.573000;STATE;{"name": "STUDY_PAIR", "listno": 6, "cue_pos": "word1", "value": true, "serialpos": 3, "word1": "SPRING", "word2": "VINE", "phase_type": "NON-STIM"}
4.028000;STATE;{"name": "STUDY_PAIR", "listno": 6, "cue_pos": "word1", "value": false, "serialpos": 3, "word1": "SPRING", "word2": "VINE", "phase_type": "NON-STIM"}
0.002000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.148000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.505000;STATE;{"name": "STUDY_PAIR", "listno": 6, "cue_pos": "word1", "value": true, "serialpos": 4, "word1": "EEL", "word2": "PIE", "phase_type": "NON-STIM"}
4.031000;STATE;{"name": "STUDY_PAIR", "listno": 6, "cue_pos": "word1", "value": false, "serialpos": 4, "word1": "EEL", "word2": "PIE", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.064000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.612000;STATE;{"name": "STUDY_PAIR", "listno": 6, "cue_pos": "word2", "value": true, "serialpos": 5, "word1": "CAVE", "word2": "BRICK", "phase_type": "NON-STIM"}
4.038000;STATE;{"name": "STUDY_PAIR", "listno": 6, "cue_pos": "word2", "value": false, "serialpos": 5, "word1": "CAVE", "word2": "BRICK", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": false}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": true}
21.054000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": false}
0.527000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.189000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": true}
0.580000;STATE;{"direction": 1, "name": "REC", "probe": "CAKE", "value": true, "serialpos": 2, "expecting": "CONE"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "CAKE", "value": true, "serialpos": 2, "expecting": "CONE"}
4.036000;STATE;{"direction": 1, "name": "PROBE", "probe": "CAKE", "value": false, "serialpos": 2, "expecting": "CONE"}
1.001000;STATE;{"direction": 1, "name": "REC", "probe": "CAKE", "value": false, "serialpos": 2, "expecting": "CONE"}
0.604000;STATE;{"direction": 0, "name": "REC", "probe": "SPRING", "value": true, "serialpos": 3, "expecting": "VINE"}
0.001000;STATE;{"direction": 0, "name": "PROBE", "probe": "SPRING", "value": true, "serialpos": 3, "expecting": "VINE"}
4.028000;STATE;{"direction": 0, "name": "PROBE", "probe": "SPRING", "value": false, "serialpos": 3, "expecting": "VINE"}
1.001000;STATE;{"direction": 0, "name": "REC", "probe": "SPRING", "value": false, "serialpos": 3, "expecting": "VINE"}
0.628000;STATE;{"direction": 1, "name": "REC", "probe": "CAT", "value": true, "serialpos": 0, "expecting": "CHEEK"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "CAT", "value": true, "serialpos": 0, "expecting": "CHEEK"}
4.040000;STATE;{"direction": 1, "name": "PROBE", "probe": "CAT", "value": false, "serialpos": 0, "expecting": "CHEEK"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "CAT", "value": false, "serialpos": 0, "expecting": "CHEEK"}
0.639000;STATE;{"direction": 1, "name": "REC", "probe": "BRICK", "value": true, "serialpos": 5, "expecting": "CAVE"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "BRICK", "value": true, "serialpos": 5, "expecting": "CAVE"}
4.027000;STATE;{"direction": 1, "name": "PROBE", "probe": "BRICK", "value": false, "serialpos": 5, "expecting": "CAVE"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "BRICK", "value": false, "serialpos": 5, "expecting": "CAVE"}
0.627000;STATE;{"direction": 0, "name": "REC", "probe": "EEL", "value": true, "serialpos": 4, "expecting": "PIE"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "EEL", "value": true, "serialpos": 4, "expecting": "PIE"}
4.040000;STATE;{"direction": 0, "name": "PROBE", "probe": "EEL", "value": false, "serialpos": 4, "expecting": "PIE"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "EEL", "value": false, "serialpos": 4, "expecting": "PIE"}
0.701000;STATE;{"direction": 0, "name": "REC", "probe": "DRUM", "value": true, "serialpos": 1, "expecting": "ZOO"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "DRUM", "value": true, "serialpos": 1, "expecting": "ZOO"}
4.033000;STATE;{"direction": 0, "name": "PROBE", "probe": "DRUM", "value": false, "serialpos": 1, "expecting": "ZOO"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "DRUM", "value": false, "serialpos": 1, "expecting": "ZOO"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "listno": 6, "name": "TRIAL", "value": false}
0.019000;STATE;{"phase_type": "NON-STIM", "listno": 7, "name": "TRIAL", "value": true}
0.010000;TRIAL;{"trial": 7}
0.001061;STATE;{"name": "WAITING", "value": true}
0.364000;STATE;{"name": "WAITING", "value": false}
0.010000;STATE;{"name": "COUNTDOWN", "value": true}
10.429000;STATE;{"name": "COUNTDOWN", "value": false}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": true}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.186000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.599000;STATE;{"name": "STUDY_PAIR", "listno": 7, "cue_pos": "word2", "value": true, "serialpos": 0, "word1": "FLAME", "word2": "SHIRT", "phase_type": "NON-STIM"}
4.033000;STATE;{"name": "STUDY_PAIR", "listno": 7, "cue_pos": "word2", "value": false, "serialpos": 0, "word1": "FLAME", "word2": "SHIRT", "phase_type": "NON-STIM"}
0.002000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.200000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.745000;STATE;{"name": "STUDY_PAIR", "listno": 7, "cue_pos": "word2", "value": true, "serialpos": 1, "word1": "STREET", "word2": "PIG", "phase_type": "NON-STIM"}
4.038000;STATE;{"name": "STUDY_PAIR", "listno": 7, "cue_pos": "word2", "value": false, "serialpos": 1, "word1": "STREET", "word2": "PIG", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.250000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.605000;STATE;{"name": "STUDY_PAIR", "listno": 7, "cue_pos": "word2", "value": true, "serialpos": 2, "word1": "HAWK", "word2": "BALL", "phase_type": "NON-STIM"}
4.029000;STATE;{"name": "STUDY_PAIR", "listno": 7, "cue_pos": "word2", "value": false, "serialpos": 2, "word1": "HAWK", "word2": "BALL", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.216000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.657000;STATE;{"name": "STUDY_PAIR", "listno": 7, "cue_pos": "word1", "value": true, "serialpos": 3, "word1": "NET", "word2": "SHRIMP", "phase_type": "NON-STIM"}
4.028000;STATE;{"name": "STUDY_PAIR", "listno": 7, "cue_pos": "word1", "value": false, "serialpos": 3, "word1": "NET", "word2": "SHRIMP", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.200000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.511000;STATE;{"name": "STUDY_PAIR", "listno": 7, "cue_pos": "word1", "value": true, "serialpos": 4, "word1": "BOOK", "word2": "SHIELD", "phase_type": "NON-STIM"}
4.038000;STATE;{"name": "STUDY_PAIR", "listno": 7, "cue_pos": "word1", "value": false, "serialpos": 4, "word1": "BOOK", "word2": "SHIELD", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.167000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.564000;STATE;{"name": "STUDY_PAIR", "listno": 7, "cue_pos": "word1", "value": true, "serialpos": 5, "word1": "STICK", "word2": "WAND", "phase_type": "NON-STIM"}
4.036000;STATE;{"name": "STUDY_PAIR", "listno": 7, "cue_pos": "word1", "value": false, "serialpos": 5, "word1": "STICK", "word2": "WAND", "phase_type": "NON-STIM"}
0.010000;STATE;{"phase_type": "NON-STIM", "name": "ENCODING", "value": false}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": true}
20.285000;STATE;{"phase_type": "NON-STIM", "name": "DISTRACT", "value": false}
0.573000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": true}
1.095000;STATE;{"phase_type": "NON-STIM", "name": "ORIENT", "value": false}
0.001000;STATE;{"phase_type": "NON-STIM", "name": "RETRIEVAL", "value": true}
0.642000;STATE;{"direction": 0, "name": "REC", "probe": "BOOK", "value": true, "serialpos": 4, "expecting": "SHIELD"}
0.010000;STATE;{"direction": 0, "name": "PROBE", "probe": "BOOK", "value": true, "serialpos": 4, "expecting": "SHIELD"}
4.025000;STATE;{"direction": 0, "name": "PROBE", "probe": "BOOK", "value": false, "serialpos": 4, "expecting": "SHIELD"}
1.000000;STATE;{"direction": 0, "name": "REC", "probe": "BOOK", "value": false, "serialpos": 4, "expecting": "SHIELD"}
0.745000;STATE;{"direction": 1, "name": "REC", "probe": "PIG", "value": true, "serialpos": 1, "expecting": "STREET"}
0.010000;STATE;{"direction": 1, "name": "PROBE", "probe": "PIG", "value": true, "serialpos": 1, "expecting": "STREET"}
4.040000;STATE;{"direction": 1, "name": "PROBE", "probe": "PIG", "value": false, "serialpos": 1, "expecting": "STREET"}
1.000000;STATE;{"direction": 1, "name": "REC", "probe": "PIG", "value": false, "serialpos": 1, "expecting": "STREET"}
